applicant_id,name,gender,age,country,city,pincode,region,latitude,longitude,caste,ethnicity,education,university_tier,department,years_experience,salary_history,career_gap_months,skills_score,interview_score,references_quality,hired
APP-1162,Applicant_1162,Male,35,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Hispanic,PhD,Regional University,Product,10,10245222,0,73,60,Weak,1
APP-1163,Applicant_1163,Male,36,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,Black,MBA,State University,Data Science,12,6896703,0,85,52,Strong,1
APP-1164,Applicant_1164,Female,31,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,Bachelor's,State University,Sales,8,1498674,8,79,57,Strong,1
APP-1165,Applicant_1165,Female,45,India,Patna,800001,Bihar,25.5941,85.1376,OBC,N/A,Bachelor's,IIT Delhi,Marketing,18,2298378,11,76,47,Average,0
APP-1166,Applicant_1166,Female,33,UAE,Abu Dhabi,00000,Abu Dhabi,24.4539,54.3773,N/A,Asian,Bachelor's,Community College,Marketing,10,3659033,13,86,77,Average,1
APP-1167,Applicant_1167,Male,31,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,SC,N/A,Master's,NIT Trichy,HR,4,1338545,0,64,70,Weak,1
APP-1168,Applicant_1168,Male,32,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Hispanic,Bachelor's,Technical Institute,Data Science,9,7475021,0,82,50,Strong,1
APP-1169,Applicant_1169,Female,26,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Black,MBA,Stanford,Operations,1,6172339,0,49,99,Strong,1
APP-1170,Applicant_1170,Female,31,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,Bachelor's,Stanford,Engineering,9,5165836,16,48,67,Average,1
APP-1171,Applicant_1171,Female,37,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Black,Bachelor's,State University,HR,11,6416864,0,73,58,Strong,1
APP-1172,Applicant_1172,Male,42,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Hispanic,Bachelor's,MIT,Finance,20,8738519,0,87,60,Average,1
APP-1173,Applicant_1173,Female,34,India,Bengaluru,560001,Karnataka,12.9716,77.5946,General,N/A,PhD,Anna University,Marketing,9,2316217,0,62,64,Strong,1
APP-1174,Applicant_1174,Female,34,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,Black,High School,MIT,Operations,12,4531068,0,73,69,Average,1
APP-1175,Applicant_1175,Female,39,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,White,High School,Oxford,Engineering,16,6266435,0,52,73,Average,1
APP-1176,Applicant_1176,Female,29,India,Kochi,682001,Kerala,9.9312,76.2673,OBC,N/A,MBA,VTU,Sales,5,1541893,0,72,59,Strong,0
APP-1177,Applicant_1177,Male,46,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,Hispanic,Bachelor's,Technical Institute,Operations,23,7143572,0,70,71,Strong,1
APP-1178,Applicant_1178,Male,40,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,Bachelor's,Stanford,Finance,14,6349598,0,65,62,Average,1
APP-1179,Applicant_1179,Male,42,India,Chandigarh,160001,Punjab,30.7333,76.7794,SC,N/A,PhD,Anna University,Operations,17,3094399,0,63,58,Average,1
APP-1180,Applicant_1180,Female,32,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,Hispanic,MBA,Stanford,Marketing,8,6879858,0,97,70,Strong,1
APP-1181,Applicant_1181,Male,32,UAE,Abu Dhabi,00000,Abu Dhabi,24.4539,54.3773,N/A,Asian,High School,Regional University,Operations,7,3988221,0,59,66,Strong,1
APP-1182,Applicant_1182,Male,31,India,Chennai,600001,Tamil Nadu,13.0827,80.2707,SC,N/A,Bachelor's,VTU,Data Science,5,1167939,0,76,81,Strong,0
APP-1183,Applicant_1183,Male,37,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,White,Bachelor's,MIT,HR,12,6157656,0,68,66,Strong,1
APP-1184,Applicant_1184,Male,40,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,OBC,N/A,MBA,DU,Sales,15,2846050,0,76,71,Weak,1
APP-1185,Applicant_1185,Male,36,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,Asian,PhD,Technical Institute,Product,10,7801856,0,56,61,Weak,1
APP-1186,Applicant_1186,Male,40,India,Jaipur,302001,Rajasthan,26.9124,75.7873,OBC,N/A,Bachelor's,BITS Pilani,Operations,18,2821783,0,74,62,Weak,1
APP-1187,Applicant_1187,Male,57,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,Bachelor's,State University,Product,34,9290389,7,51,79,Average,1
APP-1188,Applicant_1188,Female,31,UAE,Abu Dhabi,00000,Abu Dhabi,24.4539,54.3773,N/A,Asian,MBA,Stanford,Engineering,9,4154387,5,72,68,Weak,1
APP-1189,Applicant_1189,Female,22,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,PhD,Osmania University,HR,0,902183,0,52,85,Average,0
APP-1190,Applicant_1190,Male,33,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Black,Bachelor's,Cambridge,Data Science,8,5053064,0,100,55,Strong,0
APP-1191,Applicant_1191,Female,22,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Black,Bachelor's,Harvard,Product,0,2809426,0,49,73,Average,0
APP-1192,Applicant_1192,Female,49,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,White,Master's,Oxford,Marketing,26,7846732,4,65,34,Average,1
APP-1193,Applicant_1193,Female,37,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Black,Bachelor's,Stanford,Engineering,12,5783106,2,50,66,Average,1
APP-1194,Applicant_1194,Female,31,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,General,N/A,Bachelor's,NIT Trichy,HR,4,935434,10,53,76,Strong,0
APP-1195,Applicant_1195,Male,22,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,High School,IIT Bombay,HR,0,734020,0,57,55,Strong,1
APP-1196,Applicant_1196,Female,28,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,White,Master's,Regional University,Sales,3,4782790,0,59,73,Strong,1
APP-1197,Applicant_1197,Female,35,India,Jaipur,302001,Rajasthan,26.9124,75.7873,General,N/A,Bachelor's,IIT Delhi,Marketing,8,1569770,22,81,66,Average,0
APP-1198,Applicant_1198,Male,37,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Asian,Master's,Community College,Engineering,15,9363933,0,77,47,Average,1
APP-1199,Applicant_1199,Female,49,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Asian,High School,Stanford,HR,24,6270528,23,65,59,Strong,1
APP-1200,Applicant_1200,Female,52,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,Bachelor's,Community College,Finance,30,7749986,0,87,53,Average,1
APP-1201,Applicant_1201,Female,28,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,High School,Cambridge,HR,5,4131909,0,81,89,Average,1
APP-1202,Applicant_1202,Male,39,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,PhD,Cambridge,Data Science,15,11668776,0,53,35,Strong,1
APP-1203,Applicant_1203,Female,33,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,White,Master's,Oxford,HR,8,5835387,0,49,56,Average,1
APP-1204,Applicant_1204,Female,34,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Black,Master's,Oxford,Engineering,12,6341979,0,77,57,Weak,1
APP-1205,Applicant_1205,Female,42,India,Jaipur,302001,Rajasthan,26.9124,75.7873,SC,N/A,PhD,Anna University,Marketing,19,2781857,0,97,80,Weak,1
APP-1206,Applicant_1206,Female,25,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Asian,Bachelor's,MIT,Operations,0,3832625,0,91,62,Weak,1
APP-1207,Applicant_1207,Female,31,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,White,Bachelor's,Technical Institute,Product,9,5990439,7,87,53,Average,1
APP-1208,Applicant_1208,Female,35,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,OBC,N/A,Bachelor's,BITS Pilani,Engineering,9,1699597,0,59,52,Average,1
APP-1209,Applicant_1209,Male,34,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,Black,PhD,Oxford,Sales,7,6570011,0,50,41,Average,1
APP-1210,Applicant_1210,Female,34,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,Master's,DU,Finance,7,1838840,0,75,89,Average,1
APP-1211,Applicant_1211,Female,40,India,Kolkata,700001,West Bengal,22.5726,88.3639,General,N/A,MBA,DU,Marketing,17,2855111,5,56,67,Strong,0
APP-1212,Applicant_1212,Female,31,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Mixed,Bachelor's,Regional University,Product,9,4367503,3,76,89,Average,1
APP-1213,Applicant_1213,Female,26,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,White,Bachelor's,Community College,Engineering,1,3401705,0,55,78,Strong,1
APP-1214,Applicant_1214,Male,35,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Mixed,Master's,Stanford,HR,12,7132756,0,74,66,Weak,1
APP-1215,Applicant_1215,Male,55,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Mixed,MBA,Oxford,Finance,31,12709291,0,38,67,Strong,1
APP-1216,Applicant_1216,Female,47,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Mixed,High School,Cambridge,Engineering,22,6550004,4,77,68,Strong,1
APP-1217,Applicant_1217,Male,31,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Hispanic,Bachelor's,Stanford,Data Science,4,6639145,0,50,42,Average,1
APP-1218,Applicant_1218,Female,43,India,Kochi,682001,Kerala,9.9312,76.2673,General,N/A,Master's,BITS Pilani,Data Science,17,3188943,17,68,70,Weak,0
APP-1219,Applicant_1219,Male,38,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,White,MBA,Stanford,Marketing,15,9778511,0,70,64,Weak,1
APP-1220,Applicant_1220,Female,40,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,White,Master's,State University,HR,16,7393203,2,65,58,Weak,1
APP-1221,Applicant_1221,Female,29,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,Bachelor's,State University,Data Science,4,1136249,0,79,67,Average,1
APP-1222,Applicant_1222,Female,31,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,MBA,Regional University,Finance,5,4337671,0,87,48,Average,1
APP-1223,Applicant_1223,Male,45,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,White,Master's,State University,Marketing,18,7884664,0,78,47,Average,1
APP-1224,Applicant_1224,Male,36,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Asian,MBA,Harvard,Marketing,11,7335197,0,64,73,Average,1
APP-1225,Applicant_1225,Male,42,India,Chandigarh,160001,Punjab,30.7333,76.7794,General,N/A,Bachelor's,State University,Product,17,2623425,0,77,61,Average,1
APP-1226,Applicant_1226,Female,31,India,Delhi,110001,Delhi,28.7041,77.1025,OBC,N/A,MBA,Osmania University,Engineering,7,1795342,23,50,53,Average,0
APP-1227,Applicant_1227,Male,26,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Hispanic,PhD,Stanford,Engineering,0,6800065,0,93,73,Average,1
APP-1228,Applicant_1228,Male,23,India,Delhi,110001,Delhi,28.7041,77.1025,OBC,N/A,MBA,Osmania University,Marketing,0,1009372,6,80,51,Average,1
APP-1229,Applicant_1229,Female,48,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,MBA,Harvard,Finance,22,6707764,23,70,57,Average,1
APP-1230,Applicant_1230,Female,30,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,PhD,Regional University,Finance,6,5909870,0,80,52,Average,1
APP-1231,Applicant_1231,Male,30,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Mixed,Bachelor's,Harvard,Product,3,5064462,0,61,50,Weak,1
APP-1232,Applicant_1232,Male,30,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,White,Bachelor's,Community College,Finance,8,4971946,3,70,57,Strong,1
APP-1233,Applicant_1233,Male,35,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Asian,Bachelor's,Technical Institute,Operations,9,5850532,0,66,66,Average,1
APP-1234,Applicant_1234,Male,48,United Kingdom,Edinburgh,EH1,Scotland,55.9533,-3.1883,N/A,White,PhD,MIT,Engineering,22,10483144,0,80,55,Strong,1
APP-1235,Applicant_1235,Male,38,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Hispanic,MBA,Stanford,Finance,15,8259262,0,31,67,Strong,1
APP-1236,Applicant_1236,Female,36,India,Chandigarh,160001,Punjab,30.7333,76.7794,General,N/A,PhD,NIT Trichy,Engineering,11,2272517,24,53,55,Average,0
APP-1237,Applicant_1237,Male,22,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,Bachelor's,DU,HR,0,734711,0,64,67,Strong,1
APP-1238,Applicant_1238,Female,41,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,White,Bachelor's,State University,Sales,14,5095039,0,100,72,Weak,1
APP-1239,Applicant_1239,Female,44,India,Ahmedabad,380001,Gujarat,23.0225,72.5714,SC,N/A,MBA,IIT Bombay,Data Science,19,2677652,0,72,74,Average,0
APP-1240,Applicant_1240,Male,32,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,Master's,Regional College,Marketing,6,1914065,0,56,67,Strong,1
APP-1241,Applicant_1241,Male,41,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Asian,Bachelor's,State University,Engineering,16,6278120,0,61,84,Strong,1
APP-1242,Applicant_1242,Female,35,India,Chandigarh,160001,Punjab,30.7333,76.7794,SC,N/A,Bachelor's,Anna University,Marketing,11,1521255,2,62,64,Weak,1
APP-1243,Applicant_1243,Male,36,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Asian,Bachelor's,MIT,HR,14,6225919,0,69,58,Weak,1
APP-1244,Applicant_1244,Female,47,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Asian,Master's,Cambridge,Operations,21,8356497,5,51,67,Average,1
APP-1245,Applicant_1245,Female,42,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,OBC,N/A,Bachelor's,VTU,Marketing,18,2455713,0,65,63,Average,0
APP-1246,Applicant_1246,Male,44,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Mixed,Master's,Community College,Data Science,21,7715391,0,66,40,Average,1
APP-1247,Applicant_1247,Female,39,India,Ahmedabad,380001,Gujarat,23.0225,72.5714,OBC,N/A,Bachelor's,BITS Pilani,Data Science,13,2047166,0,88,78,Average,0
APP-1248,Applicant_1248,Female,25,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,Bachelor's,Regional College,Operations,1,805593,0,81,71,Strong,0
APP-1249,Applicant_1249,Female,30,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Asian,MBA,MIT,Operations,6,5030046,11,73,72,Strong,1
APP-1250,Applicant_1250,Male,36,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,White,Master's,Cambridge,Finance,9,6530822,0,42,51,Strong,1
APP-1251,Applicant_1251,Male,25,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Asian,MBA,MIT,Finance,0,4149514,0,94,55,Strong,1
APP-1252,Applicant_1252,Male,34,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,White,PhD,Stanford,Sales,7,7738003,0,51,55,Average,1
APP-1253,Applicant_1253,Female,41,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,General,N/A,High School,Anna University,Finance,18,2400174,0,83,77,Weak,1
APP-1254,Applicant_1254,Female,26,United Kingdom,Edinburgh,EH1,Scotland,55.9533,-3.1883,N/A,Asian,Master's,Harvard,Finance,1,4645294,0,56,44,Average,1
APP-1255,Applicant_1255,Male,39,India,Delhi,110001,Delhi,28.7041,77.1025,ST,N/A,Bachelor's,IIT Delhi,Finance,13,2020904,5,98,59,Strong,1
APP-1256,Applicant_1256,Male,34,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Mixed,High School,Technical Institute,HR,7,5051091,0,73,53,Average,1
APP-1257,Applicant_1257,Female,29,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,Black,Bachelor's,Technical Institute,HR,5,3691180,5,75,71,Strong,1
APP-1258,Applicant_1258,Female,35,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,White,Master's,Technical Institute,HR,11,7461225,0,75,82,Average,1
APP-1259,Applicant_1259,Female,22,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,Bachelor's,Stanford,Operations,0,5117329,0,57,67,Average,1
APP-1260,Applicant_1260,Female,42,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,White,High School,Harvard,Sales,20,5879969,11,55,77,Weak,1
APP-1261,Applicant_1261,Male,48,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Asian,MBA,Oxford,Data Science,26,8585752,0,60,59,Average,1
APP-1262,Applicant_1262,Female,24,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Hispanic,Bachelor's,Community College,HR,0,3760660,0,75,66,Average,1
APP-1263,Applicant_1263,Female,38,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,Bachelor's,MIT,Data Science,12,5927789,0,100,64,Weak,1
APP-1264,Applicant_1264,Female,38,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,MBA,State University,Sales,15,6864979,0,69,74,Average,1
APP-1265,Applicant_1265,Male,33,India,Hyderabad,500001,Telangana,17.385,78.4867,OBC,N/A,Bachelor's,Osmania University,Marketing,8,1779202,0,58,61,Average,1
APP-1266,Applicant_1266,Female,40,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Black,Master's,Oxford,Data Science,13,5462256,23,53,77,Weak,1
APP-1267,Applicant_1267,Male,39,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,Mixed,MBA,Cambridge,Sales,13,6810768,0,58,52,Average,1
APP-1268,Applicant_1268,Female,34,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,White,PhD,Harvard,Sales,9,8943561,0,80,69,Strong,1
APP-1269,Applicant_1269,Female,35,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Mixed,PhD,Regional University,HR,12,6910759,16,86,60,Weak,1
APP-1270,Applicant_1270,Male,39,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,Bachelor's,Harvard,Finance,16,6385315,4,30,65,Average,1
APP-1271,Applicant_1271,Female,34,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,White,Bachelor's,Harvard,Engineering,12,4515043,0,99,64,Average,1
APP-1272,Applicant_1272,Male,28,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,PhD,VTU,Operations,1,1307797,0,30,57,Strong,1
APP-1273,Applicant_1273,Female,30,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Asian,Bachelor's,State University,HR,3,5398393,2,78,64,Strong,1
APP-1274,Applicant_1274,Female,40,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Mixed,MBA,Harvard,Finance,15,5992207,12,91,54,Strong,1
APP-1275,Applicant_1275,Female,33,India,Nagpur,440001,Maharashtra,21.1458,79.0882,ST,N/A,Bachelor's,Anna University,Finance,11,1456207,13,68,62,Strong,0
APP-1276,Applicant_1276,Female,36,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,Master's,Regional University,Finance,10,6166511,23,45,74,Average,1
APP-1277,Applicant_1277,Female,22,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,Master's,Community College,Data Science,0,5157283,0,63,64,Average,1
APP-1278,Applicant_1278,Female,30,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,White,Bachelor's,Oxford,Engineering,6,3281822,0,70,89,Strong,1
APP-1279,Applicant_1279,Male,22,India,Pune,411001,Maharashtra,18.5204,73.8567,OBC,N/A,Master's,DU,Data Science,0,943277,0,67,69,Average,0
APP-1280,Applicant_1280,Female,41,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,OBC,N/A,PhD,NIT Trichy,Engineering,19,3382271,0,81,69,Strong,1
APP-1281,Applicant_1281,Male,29,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Mixed,MBA,MIT,Product,2,6859342,0,94,70,Strong,1
APP-1282,Applicant_1282,Female,40,India,Nagpur,440001,Maharashtra,21.1458,79.0882,ST,N/A,High School,BITS Pilani,HR,18,2194315,18,69,64,Average,0
APP-1283,Applicant_1283,Female,33,India,Hyderabad,500001,Telangana,17.385,78.4867,General,N/A,Master's,Anna University,Operations,8,1562157,0,66,61,Strong,1
APP-1284,Applicant_1284,Male,43,India,Kochi,682001,Kerala,9.9312,76.2673,General,N/A,High School,State University,Finance,17,2766954,0,73,69,Average,0
APP-1285,Applicant_1285,Male,32,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,Bachelor's,Oxford,Product,7,4758094,0,76,65,Average,1
APP-1286,Applicant_1286,Female,22,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Hispanic,High School,Regional University,Data Science,0,3722416,0,57,64,Strong,0
APP-1287,Applicant_1287,Female,26,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,Hispanic,PhD,MIT,HR,1,4616053,0,66,54,Average,1
APP-1288,Applicant_1288,Male,43,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Asian,Bachelor's,Cambridge,Product,17,7894965,0,88,75,Strong,1
APP-1289,Applicant_1289,Male,39,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,Bachelor's,State University,Data Science,12,2037990,0,76,64,Weak,1
APP-1290,Applicant_1290,Female,33,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,White,PhD,Community College,Product,7,4716570,0,67,38,Weak,0
APP-1291,Applicant_1291,Male,29,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,OBC,N/A,Bachelor's,DU,HR,3,1217097,0,68,49,Average,1
APP-1292,Applicant_1292,Female,29,India,Kochi,682001,Kerala,9.9312,76.2673,ST,N/A,PhD,NIT Trichy,Sales,2,1128679,0,51,73,Average,1
APP-1293,Applicant_1293,Female,29,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,White,High School,MIT,Data Science,2,3965268,0,82,62,Strong,1
APP-1294,Applicant_1294,Female,40,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,White,High School,State University,Finance,15,4859760,0,72,61,Average,1
APP-1295,Applicant_1295,Female,41,India,Hyderabad,500001,Telangana,17.385,78.4867,General,N/A,Master's,VTU,HR,19,2650621,0,94,66,Weak,1
APP-1296,Applicant_1296,Male,27,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,White,Master's,MIT,Product,1,5588274,0,59,64,Strong,1
APP-1297,Applicant_1297,Female,36,India,Jaipur,302001,Rajasthan,26.9124,75.7873,ST,N/A,Bachelor's,Osmania University,Marketing,13,1704596,16,82,41,Average,0
APP-1298,Applicant_1298,Male,34,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,OBC,N/A,Master's,Anna University,HR,12,2593066,0,88,74,Average,1
APP-1299,Applicant_1299,Male,35,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,SC,N/A,MBA,NIT Trichy,Sales,9,1978407,0,60,50,Strong,1
APP-1300,Applicant_1300,Female,44,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,PhD,Stanford,Data Science,17,5756409,21,74,78,Average,1
APP-1301,Applicant_1301,Male,24,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,Master's,MIT,Data Science,1,4083964,0,58,63,Weak,1
APP-1302,Applicant_1302,Female,43,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,White,Master's,Community College,Operations,16,6699893,0,49,62,Strong,1
APP-1303,Applicant_1303,Male,35,United States,New York,10001,New York,40.7128,-74.006,N/A,Mixed,MBA,Harvard,Engineering,10,8375235,0,88,58,Weak,1
APP-1304,Applicant_1304,Male,30,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,Master's,Harvard,Product,7,6917019,0,82,71,Weak,1
APP-1305,Applicant_1305,Male,35,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Hispanic,PhD,Technical Institute,Finance,10,7511984,0,78,44,Weak,1
APP-1306,Applicant_1306,Female,31,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,White,Bachelor's,Harvard,Product,4,3940601,0,74,54,Average,0
APP-1307,Applicant_1307,Female,22,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Hispanic,Bachelor's,Stanford,Finance,0,5030650,0,82,61,Average,1
APP-1308,Applicant_1308,Female,45,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,MBA,Osmania University,Finance,18,3037762,10,72,72,Weak,0
APP-1309,Applicant_1309,Male,35,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,MBA,Osmania University,Sales,8,2275716,0,64,67,Average,1
APP-1310,Applicant_1310,Male,24,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,MBA,IIT Bombay,Operations,0,963590,0,68,49,Average,0
APP-1311,Applicant_1311,Female,29,India,Kolkata,700001,West Bengal,22.5726,88.3639,OBC,N/A,MBA,Regional College,Data Science,6,1387653,0,77,74,Strong,0
APP-1312,Applicant_1312,Male,27,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,White,PhD,MIT,Finance,2,5187494,0,94,49,Strong,1
APP-1313,Applicant_1313,Female,45,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Mixed,Bachelor's,Community College,Finance,19,5387672,0,82,45,Strong,1
APP-1314,Applicant_1314,Male,30,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Hispanic,Master's,Regional University,Data Science,3,5979494,0,76,70,Average,1
APP-1315,Applicant_1315,Male,27,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Black,MBA,Community College,Sales,2,6858116,0,59,65,Average,1
APP-1316,Applicant_1316,Female,45,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Asian,High School,State University,Engineering,18,4788004,0,66,65,Average,1
APP-1317,Applicant_1317,Female,34,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,Bachelor's,State University,Product,10,5220704,0,55,73,Average,1
APP-1318,Applicant_1318,Male,38,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,White,Bachelor's,Technical Institute,Marketing,12,7415690,0,100,50,Strong,1
APP-1319,Applicant_1319,Male,44,India,Ahmedabad,380001,Gujarat,23.0225,72.5714,General,N/A,MBA,NIT Trichy,Operations,19,3850187,0,60,67,Average,1
APP-1320,Applicant_1320,Male,35,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,White,PhD,Technical Institute,Operations,11,7351610,0,64,85,Strong,1
APP-1321,Applicant_1321,Female,32,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,Bachelor's,Osmania University,Product,9,1615670,2,57,51,Weak,0
APP-1322,Applicant_1322,Female,36,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Mixed,High School,State University,Product,13,4428846,0,56,72,Average,1
APP-1323,Applicant_1323,Male,33,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,MBA,State University,Sales,10,9209302,0,58,57,Strong,1
